Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"Ojeda M.M., Sahai H.","7006274482;7003505949;","A multidisciplinary graduate level project-based programme in applied statistics",2003,"International Journal of Mathematical Education in Science and Technology","34","1",,"57","63",,5,"10.1080/0020739021000029267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249704829&doi=10.1080%2f0020739021000029267&partnerID=40&md5=ae70973ac83607e3b3db21d911a29581","Faculty of Statistics, University of Veracruz, P.O. Box 475, Xalapa, Veracruz, Mexico","Ojeda, M.M., Faculty of Statistics, University of Veracruz, P.O. Box 475, Xalapa, Veracruz, Mexico; Sahai, H., Faculty of Statistics, University of Veracruz, P.O. Box 475, Xalapa, Veracruz, Mexico","The use of a project-based approach for designing a one-year graduate level programme in applied statistics is addressed. The pedagogical approach, academic setting, and learning activities are described in a multidisciplinary context. Some comments on implementation of such a programme based on the results from five successive graduating classes at the University of Veracruz (1994–2000) are included. © 2003 Taylor & Francis Group, LLC.",,,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-34249704829
"Alsina A., Maurandi A., Ferre E., Coronata C.","36061280300;55964623600;57215604701;57215600743;","Validating an Instrument to Evaluate the Teaching of Mathematics Through Processes",2021,"International Journal of Science and Mathematics Education","19","3",,"559","577",,4,"10.1007/s10763-020-10064-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081383032&doi=10.1007%2fs10763-020-10064-y&partnerID=40&md5=94ceae81e4fbdaebec9d67fb8ce57ba2","Department of Specific Didactics, University of Girona, Plaça Sant Domènec, 4, Girona, 17004, Spain; University of Murcia, Murcia, Spain; The Pontifical Catholic University of Chile, Región Metropolitana, Santiago, Chile","Alsina, A., Department of Specific Didactics, University of Girona, Plaça Sant Domènec, 4, Girona, 17004, Spain; Maurandi, A., University of Murcia, Murcia, Spain; Ferre, E., University of Murcia, Murcia, Spain; Coronata, C., The Pontifical Catholic University of Chile, Región Metropolitana, Santiago, Chile","The aim of this study is to validate an instrument to evaluate the teaching of mathematics through mathematical processes using a structural equation model. To that end, we have administered the instrument to 95 in-service Spanish teachers and we have also analysed the presence of mathematical processes (problem solving, reasoning and proof, communication, connections and representation) in teaching practice. The descriptive statistics obtained through a quantitative study show that all the items perform similarly in each of the processes, obtaining medium to high scores. A change in this trend is only detected in some of the items of the mathematical process “connections”, which measure if mathematical knowledge is related to other disciplines. The results obtained from the exploratory factor analysis show a high coefficient for all the processes (higher than 0.72), as well as a significant p value, and the results obtained from the confirmatory factor analysis show an internal consistency of the items of each construct, with values greater than 0.8. © 2020, Ministry of Science and Technology, Taiwan.","Classroom observation instrument; Early years and primary education; Mathematical processes; Mathematics teaching; Structural equation model; Validation analysis",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85081383032
"Pedretti E., Iannini A.M.N.","7003761904;57203170446;","Towards Fourth-Generation Science Museums: Changing Goals, Changing Roles",2020,"Canadian Journal of Science, Mathematics and Technology Education","20","4",,"700","714",,4,"10.1007/s42330-020-00128-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099748120&doi=10.1007%2fs42330-020-00128-0&partnerID=40&md5=0a243e7417d5e34667bb4460b404499d","Ontario Institute for Studies in Education, University of Toronto, 252 Bloor St W, Toronto, ON  M5S 1V6, Canada; Faculty of Education, University of Los Andes, Calle 18 A#0-19 Este, Casita Rosada, Oficina Ña-206, Bogota, Colombia","Pedretti, E., Ontario Institute for Studies in Education, University of Toronto, 252 Bloor St W, Toronto, ON  M5S 1V6, Canada; Iannini, A.M.N., Faculty of Education, University of Los Andes, Calle 18 A#0-19 Este, Casita Rosada, Oficina Ña-206, Bogota, Colombia","Once dominated by a focus on collecting and preserving, and later communicating science through hands-on experiences, science museums are slowly reshaping their identities and purposes to explicitly include and promote active citizenship, social responsibility, engagement with complex science and technology issues, and agency. Informed by progressive views of scientific literacy and dialogic and participatory models of communication, science museums are beginning to re-imagine their spaces and practices to embrace broader goals. This theoretical paper explores and discusses the changing roles and identities of these institutions through the emergence of what we identify as fourth-generation science museums and their six defining drivers (Pedretti & Navas Iannini, 2020). We argue science museums can become places that (1) embrace change and transformation; (2) promote productive struggle; (3) develop allyship; (4) foster empathy; (5) support epistemic democracy; and (6) act as a hybrid third space. © 2021, Ontario Institute for Studies in Education (OISE).","Citizenship; Exhibitions; Science communication; Science museums; Scientific literacy; Social responsibility",,"Social Sciences and Humanities Research Council of Canada, SSHRC: 30124; Mitacs","A special thank you to all the museum professionals who welcomed us into their space, and to the visitors from around the world for sharing their time and their stories with us. We are grateful to graduate students Daniel Atkinson, Kristen Schaffer, and Zoya Padamski for their assistance with data collection and for their insights and enthusiasm. Thank you to the Social Sciences and Humanities Research Council of Canada (SSHRC) grant #30124 and MITACS for funding our work and making this possible. Finally, our paper makes use of excerpts from an earlier publication: Pedretti, E., and Navas Iannini, A.M. (2020). These excerpts were reproduced with permission of Taylor and Francis through PLSclear.",,,,,,,,,,"English",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85099748120
"Mellone M., Ribeiro M., Jakobsen A., Carotenuto G., Romano P., Pacelli T.","55780163700;57188980955;24724354000;55674992900;57215410506;56618951400;","Mathematics teachers’ interpretative knowledge of students’ errors and non-standard reasoning",2020,"Research in Mathematics Education","22","2",,"154","167",,4,"10.1080/14794802.2019.1710557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080874269&doi=10.1080%2f14794802.2019.1710557&partnerID=40&md5=b6add3787a91e0ee301ceb170cd04754","Department of Mathematics, University Federico II, Naples, Italy; Department of Education and Cultural Practices, State University of Campinas, Campinas, Brazil; Department of Education and Sports Science, University of Stavanger, Stavanger, Norway; Secondary School Mons. B. Mangino, Pagani, Italy","Mellone, M., Department of Mathematics, University Federico II, Naples, Italy; Ribeiro, M., Department of Education and Cultural Practices, State University of Campinas, Campinas, Brazil; Jakobsen, A., Department of Education and Sports Science, University of Stavanger, Stavanger, Norway; Carotenuto, G., Department of Mathematics, University Federico II, Naples, Italy; Romano, P., Secondary School Mons. B. Mangino, Pagani, Italy; Pacelli, T., Department of Mathematics, University Federico II, Naples, Italy","In this work, we examined mathematical knowledge mobilised by mathematics teachers while interpreting students’ answers, which we denote as Interpretative Knowledge (IK). In particular, we analysed the IK of prospective mathematics teachers (PTs), who were students of a Mathematics Education course for the Master’s Degree in Mathematics. In order to study the possible development of the IK of these students, we explored their interpretations of secondary students’ productions and compared those given before, during, and after a collective discussion about these productions. Our findings reveal considerable differences in PTs’ knowledge and interpretations provided during the three activities, confirming that these and similar activities can be useful in training mathematics teachers in order to develop their IK. © 2020 British Society for Research into Learning Mathematics.","Interpretative knowledge; prospective teachers; teacher education",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85080874269
"García González M.S., Sierra G.M.","56262157900;37108780000;","The history of a teacher’s relief of his mathematics anxiety: the case of Diego",2020,"Educational Studies in Mathematics","103","3",,"273","291",,4,"10.1007/s10649-020-09941-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081581887&doi=10.1007%2fs10649-020-09941-8&partnerID=40&md5=d1076ef3c035350845048e45541de25b","Mathematics Education Research Facility, Autonomous University of Guerrero, Av. Javier Méndez Aponte, Fraccionamiento Servidor Agrario, Chilpancingo de los Bravo, 39070, Mexico","García González, M.S., Mathematics Education Research Facility, Autonomous University of Guerrero, Av. Javier Méndez Aponte, Fraccionamiento Servidor Agrario, Chilpancingo de los Bravo, 39070, Mexico; Sierra, G.M., Mathematics Education Research Facility, Autonomous University of Guerrero, Av. Javier Méndez Aponte, Fraccionamiento Servidor Agrario, Chilpancingo de los Bravo, 39070, Mexico","This investigation details the story of Diego, a novice Mexican teacher in secondary school. The story uses a life history approach and describes Diego’s process of overcoming mathematics anxiety. Diego experienced mathematics anxiety due to his lack of mathematical knowledge. Having detected this situation, the researchers coached him, focusing on his emotional and mathematical knowledge. After this coaching, Diego managed to overcome his mathematics anxiety and enjoyed teaching mathematics. Cases like Diego’s are common among novice teachers in Mexico; they are more likely to experience negative emotions despite doing their best for their students. His case can also show us a path for the relief of negative emotions. We suggest that coaching can be used as a strategy to relieve current and future teachers of their anxiety in programs for teacher training and in-service training. © 2020, Springer Nature B.V.","Coaching; Life history; Mathematics anxiety; Mathematics teacher",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85081581887
"Dolores Flores C., Rivera López M.I., Moore-Russo D.","57115453400;57203529812;8659538800;","Conceptualizations of slope in Mexican intended curriculum",2020,"School Science and Mathematics","120","2",,"104","115",,4,"10.1111/ssm.12389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079533317&doi=10.1111%2fssm.12389&partnerID=40&md5=38a13777d1f4abc60c912a8c64be2a63","Research Center in Educational Mathematics of the Faculty of Mathematics from the Autonomous University of Guerrero, Chilpancingo, Gro., Mexico; Department of Mathematics, University of Oklahoma, Norman, OK, United States","Dolores Flores, C., Research Center in Educational Mathematics of the Faculty of Mathematics from the Autonomous University of Guerrero, Chilpancingo, Gro., Mexico; Rivera López, M.I., Research Center in Educational Mathematics of the Faculty of Mathematics from the Autonomous University of Guerrero, Chilpancingo, Gro., Mexico; Moore-Russo, D., Department of Mathematics, University of Oklahoma, Norman, OK, United States","Slope is a fundamental mathematics concept in middle and high school that transcends to the university level. An understanding of slope is needed at the university level since slope plays an important role in understanding problems involving variation and change. In this study Mexican curricula documents were examined to determine which conceptualizations of slope are addressed in the intended mathematics curriculum. To explain the results, we use conceptualizations of slope identified in previous research. Our findings reveal that, to a certain extent, the conceptualizations proposed in the Mexican intended mathematics curriculum differ slightly in terms of the emphasis and timing of instruction from what others have identified in the U.S., with slope as a geometric ratio receiving less emphasis in the Mexican curriculum. There was also noted discontinuity within the Mexican curriculum in introducing slope in grade 9 and subsequently introducing of linear functions in grade 10 without explicit mention of slope. Suggestions are made for future studies, both to consider the conceptualizations of slope promoted in the Mexican textbooks and the impact they have in classroom instruction and student learning of slope. © 2020 School Science and Mathematics Association","conceptualizations of slope; curriculum; elementary school; high school; math education; middle school; science; teachers and teaching",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85079533317
"Trigueros M.","8901100500;","The development of a linear algebra schema: learning as result of the use of a cognitive theory and models",2019,"ZDM - Mathematics Education","51","7",,"1055","1068",,4,"10.1007/s11858-019-01064-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066144842&doi=10.1007%2fs11858-019-01064-6&partnerID=40&md5=c87738187d416cf5a3a145560f02ba48","Department of Matemáticas, Instituto Tecnológico Autónomo de México (ITAM), Mexico City, Mexico","Trigueros, M., Department of Matemáticas, Instituto Tecnológico Autónomo de México (ITAM), Mexico City, Mexico","Learning is a complex phenomenon. Analyzing its development can provide knowledge about regularities and differences in students’ progress, which is needed to better understand learning. The aim of this study is to examine the development of students’ Linear Algebra Schema through an introductory one semester course. For that purpose, Action Process Object Schema (APOS) theory’s notions of Schema and Schema development were used to analyze students’ constructions at three different times throughout the course. Results show how students’ Schema are progressively constructed. They illustrate differences and commonalities in different students’ Schema development. Some concepts and factors were found to play an important role in promoting Schema development. © 2019, FIZ Karlsruhe.","APOS theory; Linear algebra; Linear algebra schema development; Modeling; Schema",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85066144842
"Oktaç A.","7801329711;","Mental constructions in linear algebra",2019,"ZDM - Mathematics Education","51","7",,"1043","1054",,4,"10.1007/s11858-019-01037-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062704312&doi=10.1007%2fs11858-019-01037-9&partnerID=40&md5=326b7a8a2626ff7e471b1a3f6644d661","Cinvestav-IPN, Mexico City, Mexico","Oktaç, A., Cinvestav-IPN, Mexico City, Mexico","The aim of this paper is on the one hand to discuss from an APOS (Action–Process–Object–Schema) theory perspective the mental constructions involved in the learning of linear algebra, through examples concerning the linear transformation concept and related notions. On the other hand, methodological issues related to the design of research instruments and implementation of didactic interviews are discussed, supported by empirical data. Detailed analysis of transcripts from an interview with a student focuses on strategies used in interviewing as well as the mental stages involved in the construction of some linear algebra concepts. Due to the strategies employed, during the interview it is possible to witness the transition between different conceptions. A discussion of the relationships and interactions between different mental structures and mechanisms that play a role in the development of knowledge is provided, including theoretical considerations on the matter. Recommendations about pedagogical strategies are included. © 2019, FIZ Karlsruhe.","APOS theory; Didactic interviews; Linear algebra; Linear transformation; Mental constructions",,,,,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85062704312
"Goizueta M.","55838720300;","Epistemic issues in classroom mathematical activity: There is more to students’ conversations than meets the teacher's ear",2019,"Journal of Mathematical Behavior","55",,"100691","","",,4,"10.1016/j.jmathb.2019.01.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062011551&doi=10.1016%2fj.jmathb.2019.01.007&partnerID=40&md5=3d2eee2496339cc1eb745bd0ffe53a23","Instituto de Matemáticas, Pontificia Universidad Católica de Valparaíso, Blanco Viel 596, Cerro Barón, Valparaíso, 2350026, Chile","Goizueta, M., Instituto de Matemáticas, Pontificia Universidad Católica de Valparaíso, Blanco Viel 596, Cerro Barón, Valparaíso, 2350026, Chile","We report on a comparative investigation of student mathematical activity in two settings of a secondary mathematics classroom: peer interaction in small group and group interaction with the teacher. Our framework draws on the understanding of school mathematics as activity in between the historicity of knowledge and the situatedness of norms. We propose the term epistemic issue to refer to instances of knowledge about the construction and justification of school mathematics knowledge whose use is traceable in student activity. A major finding points to the presence of a number of epistemic issues during peer work and their omission in the communication of this work to the teacher; a phenomenon we call epistemic shift. To illustrate this finding and the methods of analysis, we take data from a group of students during a lesson of probability and the lesson-based video stimulated recall interview. We finish by discussing some implications for the development of the mathematical culture of the classroom. © 2019 Elsevier Inc.","Epistemic issues; Epistemic shifts; Mathematical culture of the classroom; Peer interaction; Student mathematical activity; Student-teacher interaction",,"SGR2014-972; EDU2015-65378-P; AgÃ¨ncia de GestiÃ³ d'Ajuts Universitaris i de Recerca, AGAUR","Thanks to N?ria Planas for her invaluable help with the manuscript, which was possible thanks to the following founding sources: Project 039.451/2017, Pontificia Universidad Cat?lica and Valpara?so (Chile); EDU2015-65378-P, MINECO/FEDER (Spain); SGR2014-972, AGAUR (Catalonia).",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85062011551
"Martínez-Planell R., Trigueros M.","26653683000;8901100500;","Using cycles of research in APOS: The case of functions of two variables",2019,"Journal of Mathematical Behavior","55",,"100687","","",,4,"10.1016/j.jmathb.2019.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061807838&doi=10.1016%2fj.jmathb.2019.01.003&partnerID=40&md5=8698195d8f6958f73c19caa963793330","University of Puerto Rico at Mayaguez, Puerto Rico; Instituto Tecnológico Autónomo de México, Mexico","Martínez-Planell, R., University of Puerto Rico at Mayaguez, Puerto Rico; Trigueros, M., Instituto Tecnológico Autónomo de México, Mexico","This article reports on an Action-Process-Object-Schema Theory (APOS) based study consisting of three research cycles on student learning of the basic idea of a two-variable functions and its graphical representation. Each of the three research cycles used semi-structured interviews with students to test a conjecture about mental constructions (genetic decomposition) students may use to understand functions of two variables, develop supporting classroom activities based on interview results, and successively improve the conjecture. The article brings together for the first time findings already reported in the literature from the first two research cycles, and the results of the third and final cycle. The final results show that students who were assigned special activities based on the research findings of the first two cycles were more likely to exhibit behavior consistent with a Process conception of function of two variables. An important contribution of the article is that it shows how different APOS research cycles may be used to successively improve students’ understanding of a mathematical notion. Also, the description of findings from the three research cycles, provides a potentially useful guide to improve student learning of function of two variables. © 2019 Elsevier Inc.","APOS theory; Cycles of research; Functions of two variables; Genetic decomposition; Networking of theories; Semiotic representation theory",,"Tecnológico Nacional de México, TNM","This project was partially supported by Instituto Tecnol?gico Aut?nomo de M?xico.","This project was partially supported by Instituto Tecnológico Autónomo de México .",,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85061807838
"Darragh L., Valoyes-Chávez L.","6504566715;57190371502;","Blurred lines: producing the mathematics student through discourses of special educational needs in the context of reform mathematics in Chile",2019,"Educational Studies in Mathematics","101","3",,"425","439",,4,"10.1007/s10649-018-9875-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060259172&doi=10.1007%2fs10649-018-9875-7&partnerID=40&md5=f3842b005dc96b598b6e8110cfbf7c80","Faculty of Education and Social Work, University of Auckland, Auckland, New Zealand; Centro de Investigación Avanzada en Educación (CIAE), Universidad de Chile, Santiago, Chile","Darragh, L., Faculty of Education and Social Work, University of Auckland, Auckland, New Zealand; Valoyes-Chávez, L., Centro de Investigación Avanzada en Educación (CIAE), Universidad de Chile, Santiago, Chile","Are students with special educational needs excluded from the reform promise of “mathematics for all”? This paper explores the discursive production of students with special educational needs in the context of professional development (PD) for collaborative problem-solving teaching. We held interviews with Chilean primary school teachers after their participation in PD and used a post-structural analysis to examine them. We turned to policy and institutional practices to understand the disability discourses that were evident. Teachers called on medical and deficit discourses to produce these students as abnormal and problematic in their learning of mathematics. Yet teachers also blurred the lines of categorisation between and within labels of special needs, including other students in these terms. Simultaneously, the reform PD created space for a counter discourse of ability. We suggest PD should help teachers of mathematics resist deficit discourses and see the ways in which experience may run contrary to them. © 2019, Springer Nature B.V.","Disability; Discourse; Exclusion; Inclusion; Problem-solving mathematics; Reform; Special needs",,"FB0003; Comisión Nacional de Investigación Científica y Tecnológica, CONICYT; Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica, FONDECYT: 3160469, 3180238","Funding information The research reported in this paper was made possible by funding from the following funding sources: CONICYT/ FONDECYT No. 3160469 and No. 3180238, and PIA-CONICYT Basal Funds for Centers of Excellence Project FB0003.",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85060259172
"Darragh L., Radovic D.","6504566715;55387398200;","“To Tia with love”: Chilean mathematics teacher identities after professional development",2019,"ZDM - Mathematics Education","51","3",,"517","527",,4,"10.1007/s11858-018-01023-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060137971&doi=10.1007%2fs11858-018-01023-7&partnerID=40&md5=020743e9a721b23e97cb71f0d1e5b32c","University of Auckland, Auckland, New Zealand; Universidad de Chile, Santiago, Chile","Darragh, L., University of Auckland, Auckland, New Zealand; Radovic, D., Universidad de Chile, Santiago, Chile","It is not easy for teachers to re-author their professional identities to incorporate change after participation in professional development (PD). In this article, we seek to understand Chilean teachers’ collective identity performances after PD into collaborative problem-solving mathematics. We undertook a classical thematic analysis of semi-structured interviews held with 10 primary school teachers 18 months after their participation in PD. We present an innovative report of our findings by combining the interview analysis into a movie synopsis and creating a fictional protagonist, Tia (‘aunty’ in Spanish), who represents the common findings from the ten teachers. We found the attractive identities performed by teachers, in particular the ‘mother-saviour’ and the ‘successful’ teacher, conflicted with their understandings of the teacher role promoted by PD. We argue the unique method of combining data allowed for reporting findings with both breadth and depth and this enabled us to see the way in which identities are culturally and contextually produced. We suggest PD needs to cater to these attractive teacher identities in order to be successful and sustainable in the long term. © 2019, FIZ Karlsruhe.","Discourse; Fiction; Identity; Narrative; Professional development",,"FB0003; Comisión Nacional de Investigación Científica y Tecnológica, CONICYT: 3160469, 3180291; China Institute of Atomic Energy, CIAE: AFB170001","Acknowledgements We wish to acknowledge the following funding sources: CONICYT Proyectos Fondecyt Post-doctorado #3160469 and #3180291; PIA-CONICYT Basal Funds for Centers of Excellence Project FB0003 (CIAE) and AFB170001 (CMM) and Unité Mixte Internationale UMI CNRS 2807.",,,,,,,,,,"English",Article,"Final","",Scopus,2-s2.0-85060137971
"Diego-Mantecón J.M., Córdoba-Gómez F.J.","56049559900;57208653017;","Adaptation and validation of the Mathematics-Related Beliefs Questionnaire (MRBQ) to the Colombian context with high school students [Adaptación y validación del MRBQ (Mathematics-Related Beliefs Questionnaire) al contexto colombiano con estudiantes de secundaria]",2019,"Educacion Matematica","31","1",,"66","91",,4,"10.24844/EM3101.03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065439937&doi=10.24844%2fEM3101.03&partnerID=40&md5=f155db374500094449a1d0e654688c62","Instituto Tecnológico Metropolitano, Colombia; Universidad de Cantabria, Facultad de Ciencias, Avda. de Los Castros 48, Santander, Cantabria, 39005, Spain","Diego-Mantecón, J.M., Universidad de Cantabria, Facultad de Ciencias, Avda. de Los Castros 48, Santander, Cantabria, 39005, Spain; Córdoba-Gómez, F.J., Instituto Tecnológico Metropolitano, Colombia","This article presents the adaptation and validation of the MRBQ (Mathematics-Related Beliefs Questionnaire) to the Colombian context. The MRBQ is an instrument for assessing student mathematics-related beliefs, originally developed at the University of Leuven (Belgium) and validated in several countries. The instrument was administered to 670 students, from public high schools in Medellín (Colombia). The analyses revealed that these student mathematics-related beliefs are better represented with a ten-factor model, rather than with a four-factor model as suggested in previous studies of the MRBQ. The 10 factors explain more faithfully the original theoretical model and account for a variance of 56.34%, higher than that obtained in previous research. These results not only suggest significant improvements of the MRBQ, but also provide the basis for developing a reliable tool to assess beliefs in the Colombian context. To what these authors know, a consistent instrument has not been designed yet in this context for identifying beliefs, and consequently studying their influence on the learning of mathematics. © 2019 Mexican Society for Research and Dissemination of Mathematics Education. All rights reserved.","Factor analysis; Mathematics-related beliefs; Questionnaire; Secondary education",,"Horizon 2020 Framework Programme, H2020: 710577",,,,,,,,,,,"Spanish",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85065439937
"Mendoza-Higuera E.J., Cordero F., Solís M., Gómez K.","57204504940;8641887000;57204501778;57204508174;","The use of mathematical knowledge within communities of engineers. from object to mathematical functionality [El Uso del Conocimiento Matemático en las Comunidades de Ingenieros. Del Objeto a la Funcionalidad Matemática]",2018,"Bolema - Mathematics Education Bulletin","32","62",,"1219","1243",,4,"10.1590/1980-4415v32n62a23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055780403&doi=10.1590%2f1980-4415v32n62a23&partnerID=40&md5=55648e63a7ed0f93d5992b46c00990b0","Centro de Investigación y de Estudios Avanzados Del IPN (CINVESTAV - IPN), Mexico; Departamento de Matemática Educativa, Av. IPN, 2508, San Pedro Zacatenco, Gustavo A. Madero, Ciudad de México, C.P: 07360, Mexico; Universidad Autónoma de Chiapas (UNACH), Escuela de Ingenieria, Bulevar Belisario Dominguez, Kilometro 1081, Sin Numero, Teran, Tuxtla Gutierrez, Chiapas, Mexico; Universidad Autónoma de Yucatán (UADY), Anillo Periférico Norte, Tablaje Cat. 13615, Colonia Chuburna Hidalgo Inn, Merida, Yucatan, Mexico","Mendoza-Higuera, E.J., Centro de Investigación y de Estudios Avanzados Del IPN (CINVESTAV - IPN), Mexico, Departamento de Matemática Educativa, Av. IPN, 2508, San Pedro Zacatenco, Gustavo A. Madero, Ciudad de México, C.P: 07360, Mexico, Universidad Autónoma de Chiapas (UNACH), Escuela de Ingenieria, Bulevar Belisario Dominguez, Kilometro 1081, Sin Numero, Teran, Tuxtla Gutierrez, Chiapas, Mexico, Universidad Autónoma de Yucatán (UADY), Anillo Periférico Norte, Tablaje Cat. 13615, Colonia Chuburna Hidalgo Inn, Merida, Yucatan, Mexico; Cordero, F., Centro de Investigación y de Estudios Avanzados Del IPN (CINVESTAV - IPN), Mexico, Departamento de Matemática Educativa, Av. IPN, 2508, San Pedro Zacatenco, Gustavo A. Madero, Ciudad de México, C.P: 07360, Mexico; Solís, M., Centro de Investigación y de Estudios Avanzados Del IPN (CINVESTAV - IPN), Mexico; Gómez, K., Centro de Investigación y de Estudios Avanzados Del IPN (CINVESTAV - IPN), Mexico","In this article, we discuss the lack of reference frames to address the mathematical functional justification demanded by other knowledge domains such as engineering. School mathematics is problematized, considering its dual function as a tool and study object, from the Social Construction of Mathematics. In this sense, with the Socioepistemological Theory of Educational Mathematics, we study the use of mathematical knowledge that emerges from the engineering communities, to form dialogue elements between mathematics and the daily engineering tasks. For this purpose, we offer three examples that question the school mathematical knowledge in school settings and in the professional engineering practices, in which mathematical uses are valued: symbiosis between prediction and simulation; Modeling of accumulation and agronomic mathematical performance. © 2018 BOLEMA Departamento de Matematica. All rights reserved.","Community of Knowledge; Everyday of engineering; Socialization; Socioepistemology; Uses of knowledge",,"MicroResearch","Estudios con este marco darán cuenta de la función y forma del conocimiento matemático desde la condición, en nuestro caso, del ingeniero; los cuáles serán el MR para favorecer el diálogo, el cual expresará el uso del conocimiento matemático propio del ingeniero.","A pesar de que los programas educativos del mundo declaran que la matemática escolar es una herramienta para la vida cotidiana y para las profesiones, en general, se ignora cómo vive y cómo es usada en el cotidiano de las comunidades de conocimiento matemático (CORDERO, 2016a). En el diagrama de la Figura 3 las flechas grises muestran la manera cíclica en que se cree debe funcionar el sistema educativo. El ingeniero agrónomo debe hacer del conocimiento matemático un instrumento para su vida cotidiana profesional. Por otro lado, el conocimiento cotidiano de esta comunidad de conocimiento matemático de ingenieros agrónomos (CCM (I.Agro)) debe ser una referencia que influya en la enseñanza y el aprendizaje de la matemática escolar (para los ingenieros), de tal manera que lo que se aprenda en la escuela tenga estrecha relación con la vida cotidiana de esa comunidad de ingenieros (GÓMEZ, 2015).","En este artículo discutimos la falta de marcos de referencia para atender la justificación funcional matemática que demandan otros dominios de conocimiento como la ingeniería. La matemática escolar habitual es problematizada, considerando su función dual como herramienta y como objeto de estudio, desde la Construcción Social de la Matemática. En este sentido, con la Teoría Socioepistemológica de la Matemática Educativa, estudiamos el uso del conocimiento matemático que emerge de las comunidades de ingenieros para conformar elementos de diálogo entre la matemática y el quehacer cotidiano de la ingeniería. Para tal fin, ofrecemos tres ejemplos que cuestionan el saber matemático escolar en escenarios de la escuela y en las prácticas profesionales del ingeniero, en los cuales se valoran los usos matemáticos: simbiosis entre predicción y simulación; modelación de la acumulación y modelación de lo óptimo.","Para abordar tal problemática, es obligado constituir programas de investigación para identificar los usos del conocimiento matemático (U CM) en el cotidiano disciplinar de la ingeniería, pero también importa resaltar la dimensión social, la cual en la Teoría Socioepistemológica consiste en conceptualizar a los participantes como ciudadanos miembros de una comunidad de conocimiento, donde elementos de reciprocidad, intimidad y localidad caracterizan lo propio de esta comunidad (CORDERO, 2016a; MENDOZA-HIGUERA, 2013, 2017).",,,,,,,"Spanish",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85055780403
